Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
South End Branch,402730000,Library,685 Tremont St,11342,Library,684987.4,0.6473,0.3527,,,,,,,
CHARLESTOWN HS,200128000,K-12 School,240 Medford St.,226822,K-12 School,13709348.5,0.432,0.568,,,,,,,44
ARE ND CR Longwood LLC,401967014,Laboratory,360 Longwood Avenue,256219,"Food Sales, Laboratory, Parking",157046662.9,0.3542,0.6458,,,,,,,
Morton Village,1800768001,Multifamily Housing,65 Morton Village Dr,190180,Multifamily Housing,19240450.3,0.1123,0.8877,,,,,,,25
St. Elizabeth Medical Center,2101836000 2101835100,Hospital (General Medical & Surgical),736 Cambridge Street,651000,Hospital (General Medical & Surgical),159170292.4,0.269,0.7931,,,,,,,88
Carney Hospital,1605017010,Hospital (General Medical & Surgical),2100 Dorchester Avenue,540000,Hospital (General Medical & Surgical),97162046.9,0.3637,0.6363,,,,,,,90
MA042_Avalon Prudential Center 1 (mv54),401037075,Multifamily Housing,770 Boylston Street,286043,Multifamily Housing,21868082.4,0.2989,,0.711,,,,,,23
The Paulist Center,304681000,Worship Facility,5 Park Street,36360,"Residence Hall/Dormitory, Worship Facility",2472995.7,0.3124,0.4,0.6475,,,,,,60
UniFirst Corporation,703638000,Manufacturing/Industrial Plant,78 - 80 East Cottage Street,45000,Manufacturing/Industrial Plant,2327356.7,1,,,,,,,,
Greater Boston Legal Services,301592000,Office,32 38 Anthony R Valenti Wy,50400,Office,2195362.2,0.7938,0.262,,,,,,,89
The Nautica Condominium Leasehold Trust,203520010,Multifamily Housing,1 Warren St,239435,"Multifamily Housing, Parking",10556834.7,0.4865,0.5135,,,,,,,66
CATH  OUR LADY ANNUNCIATION,2003601001,Worship Facility,7 VFW PKWY,93200,"Parking, Worship Facility",1442550.6,0.199,0.981,,,,,,,
Emmanuel Church,501198000,Worship Facility,15 Newbury Street,43779,Worship Facility,1621155.7,0.2657,,0.7343,,,,,,35
Stanwood Limited Partnership,2100896000,Other,149-175 Harvard Ave ,54302,Other,Not Available,,,,,,,,,
CO/GLC 6112006/8 HARRISON AVE/BOSTON/MA,304482000,Other - Technology/Science,8 HARRISON AVE,161486,"Multifamily Housing, Other - Technology/Science",19557375.6,0.9161,,0.839,,,,,,
1619 Comm Ave,2101918000,Multifamily Housing,1619 Commonwealth Avenue,30456,Multifamily Housing,1657938.4,0.68,0.932,,,,,,,98
50 Staniford,470000,Medical Office,50 Staniford Street,193230,Medical Office,14187768.6,1,,,,,,,,65
"Diamond 98, LLC",03646-000,Manufacturing/Industrial Plant,99 East Cottage Street,56250,Manufacturing/Industrial Plant,2775089.3,0.2216,0.7784,,,,,,,
33 Arch St,304643020,Office,33 Arch St,626359,Office,65619087.2,1,,,,,,,,19
249 A Street,602752000,Multifamily Housing,249 A Street,79916,Multifamily Housing,3608239.7,0.2465,,,0.7535,,,,,89
Sepia Condominium Trust,306624010,Multifamily Housing,32 Travelers Street,121200,"Multifamily Housing, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc.), Restaurant",5423268.7,0.645,0.3595,,,,,,,70
Westland Ave Garage,401460000,Supermarket/Grocery Store,35 Westland Ave,82175,"Parking, Supermarket/Grocery Store",6924062.3,0.613,0.387,,,,,,,18
488 DOT CONDO TRUST,700176000,Multifamily Housing,488 Dorchester Ave,47549,"Multifamily Housing, Parking, Retail Store",1602854.4,0.4847,0.5153,,,,,,,
Highview Park Condominium Trust,2002964000,Multifamily Housing,4975 Washington St.,81325,Multifamily Housing,4455202.8,0.2636,0.7364,,,,,,,85
40 Boylston Street Apartments,304894000,Multifamily Housing,40 Boylston Street,45146,Multifamily Housing,2221671.1,0.5528,,0.4472,,,,,,78
462 - Lightview,901401010,Multifamily Housing,742 Columbus Ave,313765,Multifamily Housing,11336138.4,0.764,0.2936,,,,,,,99
Glencoe Park East Condominium,2202145000,Multifamily Housing,18 Glencoe,32222,Multifamily Housing,1764950.9,0.39,0.961,,,,,,,98
62 On The Park,304892000,Multifamily Housing,62 Boylston Street,153000,Multifamily Housing,8716934.7,0.4246,,0.5754,,,,,,89
Millennium Place Primary- North Tower,0304832010;0304832020,Multifamily Housing,1-3 Avery Street,362409,"Multifamily Housing, Restaurant",25304680.6,0.4392,0.5543,,,,,0.6513,,32
VBC Apartments,1202455010,Multifamily Housing,495 Blue Hill Ave.,35772,Multifamily Housing,2182468.9,0.2243,0.7757,,,,,,,66
137 Englewood Avenue,2102331000,Multifamily Housing,137 Englewood Avenue,56239,Multifamily Housing,5736597.2,0.1347,0.294,,0.5749,,,,,78
West Street,304818000; 0304819000,Office,33 & 41 West Street,35138,Office,1556119.2,0.374,,0.626,,,,,,88
313 Congress Street,602692000,Office,313 Congress Street,72912,Office,3533878.6,0.842,0.158,,,,,,,74
12 Farnsworth - BERDO,602665000,Office,12 Farnsworth Street,57108,"Office, Retail Store",5996508.5,0.537,0.463,,,,,,,66
330 Congress Street,602668000,Office,330 Congress Street,36394,"Convenience Store without Gas Station, Office",1624789.1,0.8877,0.1123,,,,,,,70
441 Stuart Street,401088000,Office,441 Stuart Street,189062,"Convenience Store without Gas Station, Fitness Center/Health Club/Gym, Office, Parking, Pre-school/Daycare",8600776.4,0.8187,0.1813,,,,,,,79
250 Summer Street,602701002,Office,250 Summer Street,106871,Office,4000095.9,0.8793,0.127,,,,,,,85
51 Melcher,601166040,Office,51 Melcher Street,99000,Office,4813288.4,0.7938,0.262,,,,,,,79
141 Tremont Street,304800000,Office,141 Tremont Street,64884,Office,4581240.3,0.9986,0.14,,,,,,,24
2 Oliver St.,304026000,Office,2 Oliver St.,233763,"Convenience Store without Gas Station, Medical Office, Office",11534216.9,0.983,0.917,,,,,,,70
87 Summer Street,304574000,Office,87 Summer Street,28119,Office,2293830,0.4649,0.5351,,,,,,,41
Fenway Park,504203000,Stadium (Open),4 Yawkey Way,610000,Stadium (Open),Not Available,,,,,,,,,
CommGlen Apartments,"2101031000, 2101047000, 2101046000, 2101045000, 2101044000, 2101043000, 2101042000, 2101041000, 2101039000",Multifamily Housing,74 Glenville Ave,248745,Multifamily Housing,15475648.3,0.2419,0.7581,,,,,,,79
Hamilton Northeast LLC,901323500,Multifamily Housing,650 Columbus Ave,250269,"Multifamily Housing, Parking",12511547.8,0.3776,0.6224,,,,,,,76
Mattapan B,1301796000,Multifamily Housing,"3, 7 Bakersfield Street, 40, 48 Sumner Street, 40, 50 Willis Street",40000,Multifamily Housing,4844118,0.1423,0.8577,,,,,,,10
Mattapan Apartments E,1811577000 18578000,Multifamily Housing,1332-1342 River Street,34222,Multifamily Housing,3391443.7,0.2278,0.7722,,,,,,,34
321 Summer Street,602764000,Office,321 Summer Street,97782,"Office, Parking",5571714.9,0.5314,0.4686,,,,,,,76
45 Milk Street,304662000,Office,45 Milk Street,82925,"Adult Education, Office",3914067.4,0.632,0.368,,,,,,,75
281 Summer Street,602703000,Office,273-281 Summer Street,168408,Office,706191.7,0.421,0.5979,,,,,,,100
50 Staniford,470000,Medical Office,50 Staniford Street,193230,Medical Office,14187768.6,1,,,,,,,,65
855 Boylston Street-Gateway Longwood,503134000,Office,855 Boylston,170775,"Bank Branch, Office, Other, Parking",6406548.2,1,,,,,,,,80
100 Northern Avenue,602671039,Office,100 Northern Avenue,739098,"Office, Parking, Restaurant",37652444.3,0.6945,0.355,,,,,,,73
Wentworth Institute of Technology,402024000 402025000 401826000 402037001 401810000 401833000 401832000 401831000 401830000 401815000 401814000 401812000 401811000 401816000 401817000 401819000 402044000 402045000 902907000 402031000 401822000,College/University,550 Huntington Ave.,1559981,"College/University, Parking",113483130.1,0.213,0.7987,,,,,,,
17 Farnsworth Garage,602659010,Parking,17 Farnsworth Street,127652,Parking,508094,1,,,,,,,,
PHS-MEEI -Longwood,1000894000,Ambulatory Surgical Center,800 Huntington Ave,76300,Ambulatory Surgical Center,17665627.2,0.4535,0.5465,,,,,,,
25 New Chardon Street (207),302622000,Office,25 New Chardon Street,129338,"Office, Parking",11175958.2,0.4951,0.549,,,,,,,47
172-The Boxer (Bulfinch) Hotel,301676000,Hotel,107 Merrimac Street,41503,Hotel,3235249.7,0.3682,0.6318,,,,,,,87
CubeSmart (Boston) Store 4260,602838035,Self-Storage Facility,380 E. Street,71791,Self-Storage Facility,1689434.3,0.64,0.396,,,,,,,
Chauncy Place Corporation,304510000,Office,72 Essex Street,71800,"Office, Personal Services (Health/Beauty, Dry Cleaning, etc.)",Not Available,,,,,,,,,
Armenian Nursing and Rehabilitation Center,1902312000,Senior Living Community,431 Pond Street,53000,Senior Living Community,Not Available,,,,,,,,,
Bird Farm South LLC,304323000,Office,129 South Street,43031,"Office, Other - Restaurant/Bar",188258.7,1,,,,,,,,
Winhall Liberty LLC,303877000,Office,87 Kilby Street,67609,Office,1913024.2,1,,,,,,,,
Newmarket Center,800942000,Office,67 & 76-80 Kemble Street,76676,"Office, Parking",39859.3,1,,,,,,,,
Trinity Church,401091000,Worship Facility,206 Clarendon Street,65000,Worship Facility,3230788734,0.6,,0.9993,,,,,,
Boston Trinity Academy,1811281000,K-12 School,17 Hale Street,53000,K-12 School,4267773.5,0.129,0.9871,,,,,,,73
THE BOSTON HOME,1704417000,Senior Living Community,2061 Dorchester Ave.,83900,Senior Living Community,10450168.3,0.2183,0.7817,,,,,,,100
Boston Children's Museum,602635000,Office,300 Congress Street,173474,"Museum, Office",9055763.2,0.7761,0.2239,,,,,,,
28 State Street,303694000,Office,28 State Street,705676,"Bank Branch, Data Center, Office, Parking, Restaurant",35690461,1,,,,,,,,81
44 School Street LLC,304704000,Office,44 School Street,58921,Office,3589743,0.3269,,,0.6731,,,,,91
Stony Brook Commons,1806016400,Multifamily Housing,390 Blue Ledge Drive,459000,Multifamily Housing,42018067,0.228,0.7792,,,,,,,41
Health Center,402012000,College/University,94 Pilgrim Road,5400,College/University,112507.9,1,,,,,,,,
Holmes Sports Center,402012000,College/University,331 Brookline Avenue,53100,College/University,1617985.1,0.9168,0.832,,,,,,,
Mesick Hall,402020000,College/University,291 Brookline Avenue,25900,College/University,293176.6,1,,,,,,,,
Main Campus,401842000,College/University,300 The Fenway,885040,"College/University, Parking",60746587.6,0.3779,0.6221,,,,,,,
Morse Hall,402017000,College/University,275 Brookline Avenue,22000,College/University,218037.8,1,,,,,,,,
Residence Campus, 0402012000 0402015000 0402013000 0402017000 0402016000 0402022000,College/University,54 Pilgrim Road,334200,College/University,28855525.4,0.2539,0.7461,,,,,,,
North Hall,402012000,College/University,86 Pilgrim Road,26000,College/University,330950.8,1,,,,,,,,
School Of Management and Academic Building Garage,401842000,Parking,300R The Fenway,247000,Parking,Not Available,,,,,,,,,
Simmons Hall,402017000,College/University,255 Brookline Avenue,34400,College/University,347671.8,1,,,,,,,,
Evans Hall,402022000,College/University,305 Brookline Avenue,31900,College/University,532241.2,1,,,,,,,,
Smith Hall,402015000,College/University,54 Pilgrim Road,32400,College/University,830819.8,1,,,,,,,,
South Hall,402012000,College/University,321 Brookline Avenue,26100,College/University,430264.2,1,,,,,,,,
Dix Hall,402016000,College/University,30 Pilgrim Road,22000,College/University,422991.1,1,,,,,,,,
Bartol Hall,402012000,College/University,84 Pilgrim Road,25400,College/University,1114523.5,0.6447,0.3553,,,,,,,
Arnold Hall,402013000,College/University,78 Pilgrim Road,22000,College/University,621857.7,1,,,,,,,,
Lefavour Hall,401842000,College/University,2 Avenue Louis Pasteur,122900,College/University,Not Available,,,,,,,,,
Main College Building,401842000,College/University,300 The Fenway,197600,College/University,400948.4,,1,,,,,,,
One Palace Road,401842000,College/University,1 Palace Road,60000,College/University,Not Available,,,,,,,,,
Park Science Center,401842000,College/University,300 The Fenway,103200,College/University,794.1,,1,,,,,,,
One Palace Road Garage,401842000,Parking,1 Palace Road,87840,Parking,Not Available,,,,,,,,,
School Of Management and Academic Building,401842000,College/University,300R The Fenway,66500,College/University,Not Available,,,,,,,,,
Alumnae Hall,402012000,College/University,321R Brookline Avenue,7600,College/University,984624.9,1,,,,,,,,
Zero-Sort Building,202162095,Manufacturing/Industrial Plant,410 R Rutherford Ave,82706,Manufacturing/Industrial Plant,11015934,0.8434,0.1566,,,,,,,
Fiber Building,202162080,Manufacturing/Industrial Plant,490 R Rutherford Ave,65800,Manufacturing/Industrial Plant,2166881.4,0.8323,0.1677,,,,,,,
1325 Boylston St (by048),"0504322010, 0504322013, 0504322014, 0504322015",Multifamily Housing,1325 Boylston St,50000,Multifamily Housing,Not Available,,,,,,,,,
46 Waltham St,03-05959-000,Office,44 Waltham St,80000,Office,484607.6,0.555,0.4495,,,,,,,100
1661 Washington St,900629000,Multifamily Housing,1661 Washington St,63696,Multifamily Housing,1134821.6,0.3335,0.6665,,,,,,,100
460 Harrison Ave,306540000,Multifamily Housing,460 Harrison Ave,150000,Multifamily Housing,1212152.6,0.3469,0.6531,,,,,,,100
450 Harrison Ave,03-06532-000,Office,450 Harrison Ave,88000,Office,2069419.8,0.5334,0.4666,,,,,,,99
560 Harrison Ave,03-06529-000,Office,100 Union Park St,196000,Office,2780982.6,0.4367,0.5633,,,,,,,100
443 Albany Street,03-06510-000,Office,443 Albany St,77000,Office,1692464.1,0.393,0.697,,,,,,,100
500 Harrison Ave,03-06536-000,Office,8 Randolph St,145000,Office,5103670.1,0.318,0.9682,,,,,,,100
Roxbury Hills,1202025000,Multifamily Housing,123A Hutchings Street,132744,Multifamily Housing,7664943.3,0.1656,0.8344,,,,,,,92
Park Square Building,501156000,Office,31 St. James Ave,507664,Office,32794909.7,0.483,0.5197,,,,,,,80
The Hill Condominium Apartments Association,501560000,Multifamily Housing,70 Mount-Vernon Street,65564,Multifamily Housing,2718896.3,0.3425,0.6575,,,,,,,96
7 Tide St,602674250,Wholesale Club/Supercenter,7 Tide St,36000,Wholesale Club/Supercenter,1642531.2,0.7428,0.2572,,,,,,,
The MASCO Building,1996100,Office,375 Longwood Avenue,83307,"Office, Pre-school/Daycare, Restaurant",7807930.3,0.645,0.3595,,,,,,,64
109-111 Tremont St,2203712010,Multifamily Housing,109-111 Tremont St,53707,Multifamily Housing,3633523.7,0.988,0.912,,,,,,,89
100 Northern Avenue,602671039,Office,100 Northern Avenue,739098,"Office, Parking, Restaurant",36648875.1,0.6861,0.3139,,,,,,,67
120 Fulton Condo,303474000,Multifamily Housing,120 Fulton Street ,43463,Multifamily Housing,3282231.5,0.696,0.394,,,,,,,
BOS - 7 Water Street,303903010,Financial Office,15 Water Street,46006,Financial Office,3172423.8,0.5156,0.4844,,,,,,,85
Fortress-Boston Corporation,703434000,Self-Storage Facility,83 105 Boston St,43104,Self-Storage Facility,2198021.2,0.7165,0.2835,,,,,,,
Jefferson Schoolhouse Apartments,1001671000,Multifamily Housing,240 Heath Street ,39490,Multifamily Housing,1622754,1,,,,,,,,
175 McClellan HWY,00548-100,Mixed Use Property,144 Addison St,800739,"Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office, Other, Parking, Worship Facility",11606659.9,0.5513,0.4487,,,,,,,
MA040_AVA Back Bay (mv56),401037010,Multifamily Housing,790 Boylston Street,291222,Multifamily Housing,19567367.3,0.14,0.623,0.7977,,,,,,67
MA041_Avalon Prudential Center 2 (mv55),401037050,Multifamily Housing,780 Boylston Street,287111,Multifamily Housing,21622891.7,0.2883,,0.7117,,,,,,26
The Roxbury Latin School,2003263000,K-12 School,101 St. Theresa Avenue,220700,K-12 School,14507318.5,0.3765,0.6235,,,,,,,56
446 Cambridge St,2100704010,Multifamily Housing,446 Cambridge St,49000,Multifamily Housing,902181,0.8758,0.1242,,,,,,,100
Beacon Hill House,302813000,Multifamily Housing,122 Bowdoin Street,41810,"Multifamily Housing, Personal Services (Health/Beauty, Dry Cleaning, etc.), Repair Services (Vehicle, Shoe, Locksmith, etc.), Restaurant",4898360.6,0.1498,0.852,,,,,,,36
BOS - 245 Summer Street,04-3337741,Office,245 Summer Street,906422,"Data Center, Financial Office, Office, Restaurant",70723583.8,0.8459,0.1477,,0.64,,,,,89
Roxbury Highlands - 15 – 27 Highland,903516000,Multifamily Housing,15 Highland Ave,27423,Multifamily Housing,3890852.9,0.1276,0.8724,,,,,,,2
Roxbury Hills - 140 Humboldt Ave,1202025000,Multifamily Housing,140 Humboldt Ave,44352,Multifamily Housing,2277363.8,0.236,0.764,,,,,,,86
Roxbury Hills - Hutchings St Apts.,1203099000,Multifamily Housing,49 Hutchings St. ,39944,Multifamily Housing,1544202.9,0.2384,0.7616,,,,,,,98
Center Plaza,302713000,Office,1 Center Plaza,979314,"Bank Branch, Fast Food Restaurant, Office, Parking, Restaurant, Retail Store",26496782,0.979,0.921,,,,,,,91
27 School Street,302864000,Office,27 School Street,56742,Office,3057653.2,0.7527,0.392,0.281,,,,,,66
38 Chauncy Street,304557000,Office,38 Chauncy Street,139733,Office,4957389,0.654,0.346,,,,,,,96
100 Franklin Street,304666000,Office,100 Franklin Street,129655,"Bank Branch, Office",5840927.1,0.72,0.2998,,,,,,,84
CONGREGATION ADATH ISRAEL,401995000,Worship Facility,477 Longwood Avenue,110959,Worship Facility,2120767.1,1,,,,,,,,
815 Albany Street,802041010,Multifamily Housing,815 Albany Street,102126,Multifamily Housing,6572713.6,0.4635,0.5365,,,,,,,33
610 Beacon Street (30 Bay State Road),503706000,Residence Hall/Dormitory,610 Beacon Street (30 Bay State Road),203525,Residence Hall/Dormitory,9419035.6,0.3711,0.6289,,,,,,,87
264-270 Bay State Road,2100360000,Office,264-270 Bay State Road,64644,Office,8559936.2,0.739,0.9261,,,,,,,58
111 Cummington Street (664-666 Comm. Ave),2100282000,College/University,111 Cummington Street (664-666 Comm. Ave),92271,College/University,17260550.2,0.3389,0.6611,,,,,,,
110-112 Cummington Street,2100277000,College/University,110-112 Cummington Street,48182,College/University,0,,,,,,,,,
91 Bay State Road,503743000,Residence Hall/Dormitory,91 Bay State Road,113337,Residence Hall/Dormitory,8099375.8,0.2977,0.723,,,,,,,69
575-585 Commonwealth Avenue,50398300,Residence Hall/Dormitory,575-585 Commonwealth Avenue,139368,"Parking, Residence Hall/Dormitory",6432309.9,0.425,0.575,,,,,,,74
1019 Commonwealth Avenue,2100468000,Residence Hall/Dormitory,1019 Commonwealth Avenue,66904,Residence Hall/Dormitory,4903197.6,0.4537,0.5463,,,,,,,65
20-28 Cummington Street (24 Cummington St),2100288000,Laboratory,20-28 Cummington Street (24 Cummington St),191655,Laboratory,41608990.1,0.7111,0.2889,,,,,,,
881 Commonwealth Avenue,2100399000,Office,881 Commonwealth Avenue,110377,"Medical Office, Office",9599358.2,0.5453,0.4533,,0.14,,,,,56
790 Harrison Ave (71 East Concord) K Building,801420010,Laboratory,790 Harrison Ave (71 East Concord),83369,Laboratory,26268544.3,0.5425,,0.4575,,,,,,
25 Buick Street,2100400000,Office,25 Buick Street,124700,"Office, Parking",10721745.6,0.52,0.4998,,,,,,,50
983-985 Commonwealth Avenue,2100409000,Office,983-985 Commonwealth Avenue,36843,Office,4668941.3,0.4736,0.5264,,,,,,,19
70-72 East Concord Street L Building,801403000,College/University,72 East Concord Street,228847,"College/University, Laboratory",24837074.4,0.374,,0.626,,,,,,
700 Commonwealth Avenue,2100347001,Residence Hall/Dormitory,700 Commonwealth Avenue,638807,"Parking, Residence Hall/Dormitory",75854418,0.3251,0.6749,,,,,,,8
620 Albany Street,801058020,Laboratory,620 Albany Street,192139,Laboratory,57187724.8,0.4345,,0.5655,,,,,,
Peabody Hall (210 Riverway),401998000,Residence Hall/Dormitory,210 Riverway,58637,Residence Hall/Dormitory,5560104.4,0.244,0.7956,,,,,,,69
Riverway House (160-162 Riverway),402000000,Residence Hall/Dormitory,160-162 Riverway,31106,Residence Hall/Dormitory,1912559.3,0.3835,0.6165,,,,,,,82
Campus Center and Student Residence (150 Riverway),402000000,Residence Hall/Dormitory,150 Riverway,57107,Residence Hall/Dormitory,6619096.8,0.432,0.568,,,,,,,22
22-24 Buswell Street,2100199000,Multifamily Housing,22-24 Buswell Street,43549,Multifamily Housing,2010307.9,0.1149,0.8851,,,,,,,97
82 East Concord Street (715 Albany Street),801418000,Office,82 East Concord Street,83098,Office,4686182,0.4417,,0.5583,,,,,,83
100 Ashford Street,2100415000,Other - Stadium,100 Ashford Street,100347,Other - Stadium,9923540.4,0.3369,0.6631,,,,,,,
856-862 Beacon Street,2100210000,Multifamily Housing,856-862 Beacon Street,39733,Multifamily Housing,3494512.6,0.914,0.986,,,,,,,41
10 Buick Street,2100401000,Residence Hall/Dormitory,10 Buick Street,384988,Residence Hall/Dormitory,47942597.7,0.4323,0.5677,,,,,,,15
514-522 Park Drive,2100257000,Residence Hall/Dormitory,514-522 Park Drive,37462,Residence Hall/Dormitory,2804992.1,0.1112,0.8888,,,,,,,88
