Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",ENERGY STAR Score,Onsite Renewable (kWh)
Mission Main III,1000001035,Multifamily Housing,39 McGreevey Way,123048,"Multifamily Housing, Parking",7377407.2,0.239029384,0.760970629,,,,,,89,
Mission Main III - 1 McGreevey Way,1000001035,Multifamily Housing,1 McGreevey Way,30926,"Multifamily Housing, Parking",1659363.1,0.30007718,0.69992276,,,,,,,
Mission Main III - 104 Ward St,1000001035,Multifamily Housing,104 Ward St,32503,"Multifamily Housing, Parking",2343203.2,0.280318881,0.719681119,,,,,,69,
Mission Main III - 39 McGreevey Way,1000001035,Multifamily Housing,39 McGreevey Way,26680,"Multifamily Housing, Parking",1092403.5,0.271275586,0.728724322,,,,,,,
Mission Main III - 607 Parker St,1000001035,Multifamily Housing,607 Parker St,36900,"Multifamily Housing, Parking",1561341.9,0.2471508,0.7528492,,,,,,,
Mission Main III - 90 Ward St,1000001035,Multifamily Housing,90 Ward St,26400,"Multifamily Housing, Parking",1126076.1,0.294284818,0.705715182,,,,,,,
Mission Park Apartments,1000290000,Multifamily Housing,15-37 St Albams Rd,786880,Multifamily Housing,73479996.8,0.245620407,0.754379593,,,,,,37,
Modern Theater and 10 West Combined,"304826010, 304828000",Residence Hall/Dormitory,525 Washington Street - 10 West Street,190068,"Performing Arts, Residence Hall/Dormitory",10450453.3,0.494584651,0.505415349,,,,,,,
Morgan Hall,2200530000,Office,15 Harvard Way,117707,Office,4822640.5,0.524713671,,0.438039472,,,,,93,52646
Morgan Memorial Goodwill Inc,802375000,Retail Store,1010 Harrison Ave,87000,"Parking, Retail Store",3162778.7,0.9735291,0.0264709,,,,,,93,
Morris Hall,2200530000,Residence Hall/Dormitory,14 Harvard Way,50786,Residence Hall/Dormitory,2092861.1,0.388608637,,0.611391363,,,,,94,
Morrissey Plaza - Vacant [NWL/National Wholesale Liquidators->11/30/18],1600247000,Retail Store,725 William T Morrissey Boulevard,84470,Retail Store,2576783,0.752908957,0.247091043,,,,,,81,
Morse Hall,402017000,College/University,275 Brookline Avenue,22000,College/University,370023.7,1,,,,,,,,
Morville House: 100 Norway Street,401452000,Multifamily Housing,100 Norway Street,152987,Multifamily Housing,10996259,0.232931682,0.767068318,,,,,,72,
Mother Brook Trust,1812141000,Multifamily Housing,1608 River Street,66954,Multifamily Housing,585864,0.326357994,0.673642006,,,,,,,
Mount Hope Cemetery Administration Building,1806135000,Office,355 Walk Hill St,2400,Office,525490.1,0.115286473,,,0.884713527,,,,8,
Mount Hope Cemetery Maintenance Building,1806135000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",355 Walk Hill St,2000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",35484.8,1,,,,,,,,
Mount Pleasant (2 Waverly St),"1200302000, 1001633000",Multifamily Housing,2 Waverly Street,73144,Multifamily Housing,4185573,0.299698894,0.700301106,,,,,,88,
Mountfort Place Condo Trust,2100256000,Multifamily Housing,120 Mountfort Street,35800,Multifamily Housing,2396449.7,0.434788888,0.565211112,,,,,,50,
MOZART,2000931000,K-12 School,236 Beech St.,16248,K-12 School,1137510.7,0.204991215,0.795008785,,,,,,58,
MP/ORC,902980000,K-12 School,75 Malcolm X Boulevard,909764,"K-12 School, Swimming Pool",55556391.5,0.386442179,0.613557823,,,,,,54,
MPDC - Brookledge Cummins: 60 Brookledge Street,1202311000,Multifamily Housing,60 Brookledge St,32503,Multifamily Housing,3541902.1,0.117522672,0.882477328,,,,,,45,
MPDC - Brookledge Cummins: 610 Cummins Hwy,1802473000,Multifamily Housing,610 Cummins Hwy,26000,Multifamily Housing,2179516.5,0.278022304,0.721977696,,,,,,48,
MSPCA/Angell,1002199000,Other - Specialty Hospital,350 South Huntington Ave,169972,Other - Specialty Hospital,24929942.3,0.402728445,0.597271555,,,,,,,
MURPHY,1600261000,K-12 School,1 Worrell St.,147548,"K-12 School, Swimming Pool",9708397.7,0.312550834,0.687449155,,,,,,65,
Murr Building,2200533000,Indoor Arena,65 North Harvard Street,95594,"Indoor Arena, Office",6361913.7,0.578500837,,0.421499163,,,,,,
Museum of Science,"301290001, 301290002",Museum,8 Charles River Dam,460555,"Museum, Parking",56784574.9,0.396097263,0.037149858,0.566752877,,,,,,
Nate Smith House: 155 Lamartine St - Compliance,1900029010,Multifamily Housing,155 Lamartine St,40830,Multifamily Housing,2504635.1,0.283065625,0.716934375,,,,,,61,
Navy Yard 34-39: Building 34,203512000,Office,1 1st Avenue,49247,"Bank Branch, Office, Retail Store",14536856.9,0.931838663,0.068161337,,,,,,1,
Navy Yard 34-39: Building 39,203511000,Office,100 1st Avenue,86951,Office,4974811.1,0.824209908,0.175790112,,,,,,49,
Nazing Court (1202365000)-Winn,"1202365000, 1202367000",Multifamily Housing,1-8 Nazing Court,116734,Multifamily Housing,6586832,0.351287508,0.648712477,,,,,,66,
Nazzaro Community Center,302342000,Other - Recreation,32 North Bennet St,28000,Other - Recreation,1645860.4,0.152030755,0.847969245,,,,,,,
New Academy Estates-2897-2933 Washington,"1100915001, 1101752000",Multifamily Housing,2897-2933 Washington Street,86760,"Multifamily Housing, Parking",7605561.6,0.190651891,0.809348096,,,,,,67,
New Academy Estates-29 Cobden,1101752000,Multifamily Housing,29 Cobden St,144479,Multifamily Housing,13704310,0.207485193,0.792514815,,,,,,41,
New Dental Research Building,401882000,College/University,190 Longwood Ave,70298,College/University,23755337,0.277718489,8.42E-06,0.448446621,,,0.273826475,,,
New East Boston Library Branch,104194001,Library,365 Bremen Street,15000,Library,1281005.8,0.638096174,0.361903904,,,,,,,
New England Aquarium,302990000,Other - Entertainment/Public Assembly,250 Atlantic Ave,136000,Other - Entertainment/Public Assembly,24735490.7,0.954708717,0.044900043,0.000391239,,,,,,
New England Center and Home for Veterans: 17 Court Street,302886000,Multifamily Housing,17 Court Street,134190,"Multifamily Housing, Other",9348465.9,0.653408213,0.346591787,,,,,,,
New England Law/Boston,500077000,Other - Education,154 Stuart St.,65000,Other - Education,5431226.4,0.546864682,0.453135318,,,,,,,
New Franklin Park,"1202352000, 1202396000, 1401235000, 1402539000, 1401233000, 1500516000, 1402708000, 1401938000, 1202987000, 1401232000, 1202395000, 1402797000, 1402822000, 1202353000, 1700625000, 1202354000",Multifamily Housing,132 Seaver Street,184496,Multifamily Housing,23382522.4,0.148092928,0.851907072,,,,,,11,
New Mass Pike Towers,500270000,Multifamily Housing,366 Tremont Street,232496,Multifamily Housing,20283825.3,0.146129867,0.853870128,,,,,,56,
New Port Antonio - 186 Ruthven St,1202208000,Multifamily Housing,186 Ruthven St,28066,Multifamily Housing,2046905.2,0.131182236,0.868817764,,,,,,61,
New Research Building (NRB),401849000,College/University,77 Avenue Louis Pasteur,562781,"College/University, Parking",192303299.8,0.418460812,0.004263577,0.577275611,,,,,,
New Residence Hall,401847000,Residence Hall/Dormitory,400 Fenway,315000,Residence Hall/Dormitory,19147888.9,0.35006598,0.64993402,,,,,,79,
Newcastle/Saranac: 599 Columbus Ave (1-10),901006000,Multifamily Housing,599 Columbus Ave,35545,Multifamily Housing,3940877.4,0.135524947,0.864475053,,,,,,22,
Newcastle/Saranac: 609-627 Columbus Ave,901045000,Multifamily Housing,627 Columbus Ave,74156,Multifamily Housing,8458827.1,0.095142588,0.904857412,,,,,,5,
Newfield Woods Condo ASC,2007665010,Multifamily Housing,97 Anderer LN,71121,Multifamily Housing,4368081.1,0.222793666,0.777206334,,,,,,78,
Newmarket Center,800942000,Office,67 & 76-80 Kemble Street,56676,"Office, Parking",46065,1,,,,,,,,
Nike Bldg 3,107066000,Fire Station,Long Island Road,1500,Fire Station,79517.8,1,,,,,,,,
Nike Bldg 4,,Fire Station,Long Island Road,1500,Fire Station,117788.2,1,,,,,,,,
Nine Zero - SV,304697000,Hotel,90 Tremont Street,190440,Hotel,21503823.2,0.346504114,0.653495886,,,,,,51,
Noral Housing: Noral - Algonquin / Bradlee,1700075000,Multifamily Housing,12 Algonquin Street,63942,Multifamily Housing,5467235.6,0.223604613,0.776395387,,,,,,32,
North End Branch,302365000,Library,25 Parmenter St,7600,Library,782415.3,0.289538433,0.710461567,,,,,,,
North End Garage,301937000,Parking,600 Commercial St.,1,Parking,1391854.3,1,,,,,,,,
North Hall,402012000,College/University,86 Pilgrim Road,26000,College/University,535926.1,1,,,,,,,,
Northampton Campus,801720000,Other - Lodging/Residential,35 Northampton Street,289096,Other - Lodging/Residential,26178850.5,0.4396577,,0.5603423,,,,,,
Northeastern University Big Campus,"401620000, 401676000, 401680000, 401753000, 402128010, 402129000, 402222010, 402236000, 402244010, 402245030, 402245034, 402248000, 402262000",College/University,360 Huntington Avenue,4699442,College/University,689918368.7,0.342572394,0.657312592,,0.000115014,,,,,
Northern Ave Bridge Tender House,,Other - Public Services,5 NORTHERN AV,2000,Other - Public Services,85085.1,1,,,,,,,,
Norway Housing: 87 Saint Stephen Street,401665000,Multifamily Housing,87 Saint Stephen Street,39048,Multifamily Housing,3031638.7,0.157704346,0.842295654,,,,,,81,
Norway Housing: 99-103 Norway Street,401410000,Multifamily Housing,99-103 Norway Street,45570,Multifamily Housing,3527074.2,0.16566062,0.049575283,,0.784764097,,,,63,
Norway Housing: Norway - Hemenway,401396000,Multifamily Housing,30 Hemenway Street,31104,Multifamily Housing,2509051.3,0.176976971,0.047070739,,0.775952249,,,,77,
Notre Dame Campus,1100706000,Residence Hall/Dormitory,17 Highland Park Street,35734,"Other, Residence Hall/Dormitory",3041930.5,0.225566002,0.774433998,,,,,,,
NSTAR Mass Ave Building A,703584000,Office,1165 Massachusetts Ave,115803,"Office, Parking",Not Available,,,,,,,,,
NW 230 Congress Street Property Owner LLC,304190000,Office,230 Congress Street ,182653,"Data Center, Office",27106095.4,0.894026729,,0.105973271,,,,,40,
Oak Square Mainsail LLC,2203712010,Multifamily Housing,109-111 Tremont Street,62699,Multifamily Housing,4935937.2,0.184438368,0.815561632,,,,,,58,
Oak Terrace Apartments,305484010,Multifamily Housing,888 Washington Street,110224,Multifamily Housing,7305285.5,0.232287636,0.767712364,,,,,,90,
O'DONNELL,102615000,K-12 School,33 Trenton St.,24648,K-12 School,1288343.8,0.223234512,0.776765488,,,,,,80,
O'HEARN,1601228000,K-12 School,1669 Dorchester Ave.,30381,K-12 School,3595267.9,0.084201709,0.915798291,,,,,,23,
Ohrenberger School,2012032000,K-12 School,175 West Boundary Rd,111592,K-12 School,10997671.8,0.232622381,0.767377619,,,,,,22,
Old City Hall,302856000,Office,45 School Street ,114388,"Office, Restaurant",7405601.2,0.542466235,0.184819147,0.272714618,,,,,79,
Old South Church in Boston,501387000,Worship Facility,645 Boylston Street,54860,Worship Facility,3353687.1,0.402226523,0.597773507,,,,,,,
Oliver Lofts,"1000358012, 1000358010, 1000358, 1000358014, 1000358016, 1000358018, 1000358020, 1000358022, 1000358024, 1000358026, 1000358028, 1000358030, 1000358032, 1000358034, 1000358036",Multifamily Housing,166 Terrace Street,80754,"Multifamily Housing, Parking",3577183.4,0.346376062,0.65362391,,,,,,97,
Olnick - 329 Washington Street,2202396000,Multifamily Housing,329-343 Washington Street,36195,"Multifamily Housing, Retail Store",3091599.8,0.147997228,0.852002772,,,,,,,
Omni Parker House,304696000,Hotel,60 School Street,338000,Hotel,56613327,0.253819563,0.16958021,0.576600227,,,,,14,
One Back Bay,"401129010, 401129218",Multifamily Housing,135 CLARENDON ST,444893,"Food Sales, Multifamily Housing, Parking, Retail Store",23769475.7,0.543850616,0.45614938,,,,,,74,
One Beacon,302720000,Office,1 Beacon Street,1136283,"Data Center, Office, Parking",82365126.7,0.549331699,0.015132618,0.435535683,,,,,79,
One Boston Place,302870000,Office,One Boston Place,880768,Office,77576690,0.405517427,0.006050395,0.588432179,,,,,64,
One Bowdoin Square,302621000,Office,One Bowdoin Square,156378,"Office, Parking",9465076.4,0.578219939,0.421780061,,,,,,83,
One Bowdoin Square,302621000,Office,One Bowdoin Square,156378,"Office, Parking",9465076.4,0.578219939,0.421780061,,,,,,83,
One Brigham Circle,"1000649000, 1000648000, 1000647000",Mixed Use Property,1620 Tremont Street,236236,"Bank Branch, Medical Office, Office, Parking, Restaurant, Retail Store, Supermarket/Grocery Store",30675770.4,0.821305225,0.178694775,,,,,,35,
One Canal,301560010,Multifamily Housing,1 Canal Street,273110,Multifamily Housing,18732066.3,0.654223176,0.345776819,,,,,,10,
One Channel Center,602750011,Financial Office,1 Iron St,501650,Financial Office,25710540.5,0.853935268,0.146064732,,,,,,90,
One Channel Center Parking Structure,602749050,Parking,116 W. First Street,342090,Parking,1552467.9,1,,,,,,,,
One Charles Condominium,"500105010, 501088139",Multifamily Housing,One Charles Street South,326000,Multifamily Housing,34742777.7,0.359740128,0.640259872,,,,,,3,
One Faneuil Hall Square,303675000,Office,One Faneuil Hall Square,44287,"Office, Retail Store",3893613.4,0.512264109,0.487735891,,,,,,45,
One Federal St,304668000,Office,One Federal Street,1119373,"Data Center, Office, Other, Parking, Restaurant",107537845.2,0.599000181,,0.40099982,,,,,64,
One Financial Center,"304285000, 304290000",Office,One Financial Center,1194138,"Fast Food Restaurant, Office, Parking",65995143.1,1,,,,,,,72,
One Greenway,304980010,Multifamily Housing,99 Kneeland Street,208192,"Multifamily Housing, Other, Parking",17113788,0.747842178,0.252157822,,,,,,6,
One Greenway + 66 Hudson,304980014,Multifamily Housing,One Greenway,301507,Multifamily Housing,22577559.5,0.640577818,0.359422182,,,,,,17,
One Gurney: 1 Gurney Street,"902908050, 902908000",Multifamily Housing,1 Gurney Street,77529,Multifamily Housing,4632351.9,0.449098373,0.550901606,,,,,,57,
One India - 29573,303823000,Multifamily Housing,One India St,130838,"Multifamily Housing, Office, Restaurant",11711393.2,0.550224298,0.449775702,,,,,,13,
One International Place,304075000,Office,One International Place,1074251,"Data Center, Office, Other - Mall, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc.), Restaurant",83524944,1,,,,,,,75,
One Liberty Square,303833000,Office,One Liberty Square,173600,Office,7250835.9,1,,,,,,,83,
One Lincoln Street,304246010,Financial Office,One Lincoln Street,1043218,"Data Center, Financial Office, Parking, Restaurant",109036643.8,0.969306975,0.029479286,,0.001213739,,,,65,
ONE Marina Park Drive,602671035,Office,ONE Marina Park Drive,537037,"Office, Parking, Restaurant",Not Available,,,,,,,,,
One Palace Road,401842000,College/University,1 Palace Road,60000,College/University,Not Available,,,,,,,,,
One Palace Road Garage,401842000,Parking,1 Palace Road,87840,Parking,Not Available,,,,,,,,,
One Post Office Square,304160000,Office,One Post Office Square,831283,"Bank Branch, Office, Parking",38560267.4,0.730865165,0.269134835,,,,,,93,
One Western Ave,2200481000,Multifamily Housing,One Western Ave,241946,Multifamily Housing,16430532.3,0.335044915,,0.664955085,,,,,60,
Onyx Hotel,301646010,Hotel,155 Portland Street,60106,"Hotel, Parking",6244715.9,0.449447076,0.550552924,,,,,,56,
Opioid Treatment Services,801024036,Urgent Care/Clinic/Other Outpatient,300 Frontage Road,3200,Urgent Care/Clinic/Other Outpatient,400415.2,0.324443727,0.675556273,,,,,,,
ORCHARD GARDENS,802110010,K-12 School,906 Albany St.,141872,K-12 School,11335674.1,0.376513983,0.623486009,,,,,,26,
Orchard Gardens,802195020,Multifamily Housing,25 Ambrose Street,64000,Multifamily Housing,4716528.9,0.190839348,0.809160652,,,,,,26,
Orient Heights Branch,104382000,Library,18 Barnes Ave,10000,Library,128697.1,0.116172781,0.883827219,,,,,,,
OTIS,106426000,K-12 School,218 Marion St.,35100,K-12 School,1752560.5,0.218919347,0.781080653,,,,,,83,
P.F. Redfiled LLC,1602418001,Office,50 Redfield Street,43000,"Office, Parking",1879021.8,0.855563145,0.144436855,,,,,,82,
Palmer Dixon Courts,2200533000,Fitness Center/Health Club/Gym,780 Soldiers Field Rd,44232,Fitness Center/Health Club/Gym,3465907.6,0.08647732,,0.91352268,,,,,,
Pama Gardens,2205024000,Multifamily Housing,222 Foster St,35000,Multifamily Housing,Not Available,,,,,,,,,
Paris Street Community Center,105850000,Other - Recreation,112 Paris St,26704,Other - Recreation,4184925.6,0.327239868,0.672760132,,,,,,,
Paris Street Pool,105745000,Fitness Center/Health Club/Gym,113 PARIS ST,24896,Fitness Center/Health Club/Gym,3211174.5,0.147995819,0.852004181,,,,,,,
Park Associates,2100029000,Multifamily Housing,231 Park Drive,58002,Multifamily Housing,6586588.4,0.097888081,0.902111919,,,,,,43,
Park Lane,"602680150, 602680250, 602680252",Multifamily Housing,One Park Lane,535587,"Multifamily Housing, Parking, Restaurant",20064631.6,0.461850438,0.538149562,,,,,,100,
Park Science Center,401842000,College/University,300 The Fenway,103200,College/University,2899.4,,1,,,,,,,
Park Square Building,501156000,Office,31 St. James Ave,507664,Office,47910514.1,0.432997938,0.567002062,,,,,,73,
Parker Hill,1001052000,Multifamily Housing,170 Parker Hill Avenue,61930,Multifamily Housing,4222684.8,0.273543576,0.726456448,,,,,,80,
Parker Hill Branch,1000010005,Library,1497 Tremont St,9136,Library,998338.4,0.022085097,0.977914903,,,,,,,
PARKMAN,1904771000,K-12 School,25 Walk Hill St.,39586,K-12 School,4065708.3,0.121734311,0.878265689,,,,,,31,
Parkman House,501617000,Other,33 Beacon St,18000,Other,970976.7,0.502328944,0.497671056,,,,,,,
Parkside on Adams (Whole Building Tracking): Parkside on Adams (Whole Propert...,1904226000,Multifamily Housing,4236 Washington Street,38411,Multifamily Housing,1094863.1,1,,,,,,,87,
Parmelee Court-1762,"801615010, 801610010, 801607000",Multifamily Housing,1762 Washington Street,50857,"Multifamily Housing, Parking",5764953.5,0.206261646,0.793738336,,,,,,12,
Parris Landing Condominium Trust: 42 8th Street,203506010,Multifamily Housing,42 8th Street,320568,Multifamily Housing,21602865.7,0.246756457,0.753243543,,,,,,84,
Peabody Hall (210 Riverway),401998000,Residence Hall/Dormitory,210 Riverway,60656,Residence Hall/Dormitory,5708491.9,0.196433195,0.803566805,,,,,,72,
Peninsula I,1303412000,Multifamily Housing,401 Mt Vernon St,170531,"Multifamily Housing, Parking, Swimming Pool",15103250.7,0.315617518,0.684382482,,,,,,44,
Peninsula II,1303411010,Multifamily Housing,375 Mt Vernon St,115487,"Multifamily Housing, Parking",9792996.5,0.220841108,0.779158892,,,,,,61,
Penmark Condo Association,801401510,Multifamily Housing,21 Father Francis Gilday Street,81750,Multifamily Housing,3733892.3,0.331359156,0.668640818,,,,,,84,
Penny Savings Bank,305960000,Other - Lodging/Residential,30 Union Park Street ,52503,Other - Lodging/Residential,1142208.1,0.30117813,0.69882187,,,,,,,
PERKINS,700540000,K-12 School,50 Rev. Burke St.,28407,K-12 School,1761542,0.165086044,0.834913956,,,,,,73,
